#Area	Non-overlapping_group
NOTCH1_ex34_139389779_+_ampl373	grp1
NOTCH1_ex34_139389951_+_ampl375	grp1
NOTCH1_ex34_139390213_-_ampl377	grp1
NOTCH1_ex34_139390393_-_ampl379	grp1
NOTCH1_ex34_139390639_+_ampl382	grp1
NOTCH1_ex34_139390825_+_ampl384	grp1
NOTCH1_ex34_139391005_+_ampl386	grp1
NOTCH1_ex34_139391281_-_ampl389	grp1
NOTCH1_ex34_139391483_-_ampl391	grp1
NOTCH1_ex34_139391699_-_ampl393	grp1
NOTCH1_ex34_139391933_-_ampl395	grp1
NOTCH1_ex28_139396803_+_ampl397	grp1
NOTCH1_ex27_139397711_+_ampl399	grp1
NOTCH1_ex26_139399196_+_ampl401	grp1
NOTCH1_ex26_139399426_+_ampl403	grp1
BTK_ex15_100611103_+_ampl1220	grp1
BTK_ex14_100611855_+_ampl1223	grp1
NOTCH2_ex34_120454903_-_ampl35	grp2
NOTCH2_ex34_120455151_+_ampl38	grp2
NOTCH2_ex34_120455407_-_ampl41	grp2
NOTCH2_ex34_120456011_+_ampl48	grp2
NOTCH2_ex34_120456263_-_ampl51	grp2
NOTCH2_ex34_120456509_+_ampl54	grp2
NOTCH2_ex34_120456747_-_ampl57	grp2
NOTCH2_ex34_120457005_+_ampl60	grp2
NOTCH2_ex34_120457259_-_ampl63	grp2
NOTCH2_ex34_120457517_+_ampl66	grp2
NOTCH2_ex34_120457769_-_ampl69	grp2
NOTCH2_ex28_120465068_-_ampl88	grp2
ITPKB_ex2_226923551_+_ampl100	grp2
BIRC3_ex9_102208530_-_ampl420	grp2
BIRC3_ex9_102208774_+_ampl423	grp2
BIRC3_ex9_102209446_+_ampl431	grp2
BIRC3_ex9_102209690_-_ampl434	grp2
KMT2A_ex3_118342480_+_ampl445	grp2
KMT2A_ex3_118342730_-_ampl448	grp2
KMT2A_ex3_118342974_+_ampl451	grp2
KMT2A_ex3_118343228_-_ampl454	grp2
KMT2A_ex3_118343460_+_ampl457	grp2
KMT2A_ex3_118343804_+_ampl461	grp2
KMT2A_ex3_118344038_-_ampl464	grp2
KMT2A_ex3_118344286_+_ampl467	grp2
KMT2A_ex27_118373188_-_ampl522	grp2
KMT2A_ex27_118373422_+_ampl525	grp2
KMT2A_ex27_118373746_+_ampl529	grp2
KMT2A_ex27_118373984_-_ampl532	grp2
KMT2A_ex27_118374228_+_ampl535	grp2
KMT2A_ex27_118374472_-_ampl538	grp2
KMT2A_ex27_118374716_+_ampl541	grp2
KMT2A_ex27_118374944_-_ampl544	grp2
KMT2A_ex27_118375174_+_ampl547	grp2
KMT2A_ex27_118375424_-_ampl550	grp2
KMT2A_ex27_118375750_-_ampl554	grp2
KMT2A_ex27_118376190_+_ampl559	grp2
KMT2A_ex27_118376434_-_ampl562	grp2
KMT2D__49415675_+_ampl589	grp2
KMT2D_ex45_49422658_-_ampl619	grp2
KMT2D_ex44_49423006_-_ampl623	grp2
KMT2D_ex41_49424288_+_ampl629	grp2
KMT2D_ex40_49424698_-_ampl634	grp2
KMT2D_ex39_49424960_+_ampl637	grp2
KMT2D_ex39_49425210_-_ampl640	grp2
KMT2D_ex39_49425454_+_ampl643	grp2
KMT2D_ex39_49425798_+_ampl647	grp2
KMT2D_ex39_49426056_-_ampl650	grp2
KMT2D_ex39_49426314_+_ampl653	grp2
KMT2D_ex39_49426778_-_ampl658	grp2
KMT2D_ex39_49427136_-_ampl662	grp2
KMT2D_ex34_49431219_+_ampl682	grp2
KMT2D_ex32_49433296_+_ampl702	grp2
KMT2D_ex31_49433728_-_ampl707	grp2
KMT2D_ex31_49434240_-_ampl713	grp2
KMT2D_ex31_49434668_+_ampl718	grp2
KMT2D_ex28-ex29_49435745_-_ampl728	grp2
KMT2D_ex16_49440000_+_ampl755	grp2
KMT2D_ex11_49443678_-_ampl767	grp2
KMT2D_ex11_49443924_+_ampl770	grp2
KMT2D_ex10_49444618_+_ampl778	grp2
KMT2D_ex10_49445072_-_ampl783	grp2
KMT2D_ex10_49445642_-_ampl789	grp2
CREBBP_ex31_3778167_-_ampl867	grp2
CIITA_ex11_11000405_-_ampl970	grp2
CIITA_ex11_11001201_+_ampl979	grp2
CD79B_ex6_62006313_-_ampl1029	grp2
CD79B_ex3_62007441_+_ampl1039	grp2
GNA13_ex4_63010497_+_ampl1046	grp2
MEF2B_ex8_19257181_-_ampl1096	grp2
EP300_ex14_41545872_+_ampl1157	grp2
EP300_ex24_41564482_-_ampl1177	grp2
EP300_ex31_41572992_-_ampl1196	grp2
EP300_ex31_41573254_+_ampl1199	grp2
EP300_ex31_41573504_-_ampl1202	grp2
EP300_ex31_41574302_+_ampl1211	grp2
HIST1H1C_ex1_26056151_-_ampl196	grp2
PIM1_ex4_37138824_+_ampl210	grp2
MFHAS1_ex1_8747688_+_ampl298	grp2
MFHAS1_ex1_8747946_-_ampl301	grp2
MFHAS1_ex1_8748750_+_ampl310	grp2
MFHAS1_ex1_8749004_-_ampl313	grp2
MYC_ex2_128750897_-_ampl336	grp2
MYC_ex3_128752751_+_ampl341	grp2
NOTCH1_ex34_139389469_+_ampl369	grp2
NOTCH1_ex34_139389703_-_ampl372	grp2
NOTCH1_ex34_139390559_-_ampl381	grp2
NOTCH1_ex34_139391083_-_ampl387	grp2
